"Timestamp","Are you interested in learning more about... [Biology]","Are you interested in learning more about... [Synthetic biology]","Are you interested in learning more about... [Video games]","Are you interested in learning more about... [Engineering]","Have you ever played Hero.Coli?","How old are you?"," [What is your gender?]"," [Are you interested in video games?]"," [Are you interested in biology?]"," [How long have you studied biology?]"," [Do you play video games?]"," [Have you ever heard about synthetic biology or BioBricks, outside of Hero.Coli?]","Do you volunteer to contribute to our study by answering 9 more questions? (5 min)"," [Did you enjoy playing the game?]"," [In order to modify the abilities of the bacterium, you have to...]"," [What are BioBricks and devices?]"," [Find the antibiotic:]","BioBricks: [Plasmid is...]","BioBricks: [Represents the end of a device...]","BioBricks: [Promoter is...]","BioBricks: [Represents the ability given...]","BioBricks: [Terminator is...]","BioBricks: [Codes a protein...]","BioBricks: [RBS is...]","BioBricks: [Can represent GFP...]","BioBricks: [Coding Sequence is...]","BioBricks: [Controls when the device is active...]","BioBricks: [Controls the level of expression, and thus how much the ability will be affected...]","BioBricks: [Makes it possible to equip an additional device.]","BioBricks: [Operator is...]"," [device 1]"," [device 2]"," [device 3]"," [device 4]"," [device 5]"," [device 6]"," [device 7]"," [device 8]"," [When does green fluorescence happen?]"," [What happens when you unequip the movement device?]","Last question. Next page only contains remarks. [Guess: you have crafted a functional device containing an arabinose-induced promoter and an arabinose Coding Sequence (CDS). What will happen?]","You can write down remarks here.","⚠ Do not edit"
"2018/05/07 6:05:04 PM GMT+2","Moderately","Slightly","Moderately","A lot","No / not yet","15","Male","Moderately","Moderately","Until the end of middle school","Moderately","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Nice.
","a2d2df2d-3713-4a33-9af4-705dd2dba325"
"2018/05/07 6:08:17 PM GMT+2","Slightly","Slightly","A lot","A lot","No / not yet","16","Male","Extremely","Slightly","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a161a875-f5f9-4014-a46c-3f127aa86506"
"2018/05/07 6:09:49 PM GMT+2","Moderately","Moderately","A lot","A lot","No / not yet","15","Male","A lot","Moderately","Until the end of high school","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","lit","89cf5add-4602-4db5-8c5f-b20a459f5d75"
"2018/05/07 6:11:05 PM GMT+2","A lot","A lot","A lot","A lot","No / not yet","16","Male","A lot","A lot","Until the end of high school","A lot","No","Yes","Not applicable: not played yet","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","1","I don't know","5","I don't know","I don't know","I don't know","I don't know","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","c62bf3df-33a6-4a6a-8a15-0bee550bd8b7"
"2018/05/07 6:21:01 PM GMT+2","Not at all","Not at all","Extremely","A lot","No / not yet","15","Male","Extremely","Not at all","Until the end of high school","Extremely","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","Ampicillin","I don't know","I don't know","I don't know","5","I don't know","I don't know","2","I don't know","3","I don't know","5","None of these","5","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","4abcf042-ee54-40eb-bbbf-b1c097f8fd4c"
"2018/05/08 12:38:36 AM GMT+2","Slightly","Slightly","A lot","Extremely","No / not yet","18","Male","A lot","Not at all","Until the end of middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","460bc541-4594-43e0-82f6-cf016e721d1b"
"2018/05/08 5:05:34 PM GMT+2","Slightly","Slightly","Moderately","Moderately","No / not yet","18","Male","Moderately","Slightly","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9fe3a587-decb-41df-afd5-2bec944a9a91"
"2018/05/08 5:05:50 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","31","Male","Extremely","Extremely","Until the end of high school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82f2791d-fc0f-4e46-bae1-b49042379f77"
"2018/05/09 5:32:57 AM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","19","Female","Slightly","Slightly","Until bachelor's degree","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e1de0f0f-ff7f-4666-92c8-206d99984941"
"2018/05/10 2:48:10 AM GMT+2","A lot","A lot","Extremely","A lot","No / not yet","31","Male","Extremely","A lot","Until bachelor's degree","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e287e4aa-dfe6-4b8d-ae45-8a026980c742"
"2018/05/10 5:14:08 PM GMT+2","Not at all","Not at all","A lot","Extremely","No / not yet","27","Female","Moderately","Not at all","Until the end of middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417a9f61-3516-45fe-a5b5-9c340fb7f228"
"2018/05/10 8:25:08 PM GMT+2","Moderately","Slightly","A lot","Moderately","No / not yet","24","Male","A lot","Moderately","Until the end of high school","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0b30503d-e367-4356-9de5-040f18f798d7"
"2018/05/10 9:58:18 PM GMT+2","Extremely","Extremely","Moderately","Extremely","No / not yet","15","Male","Moderately","Extremely","Until the end of high school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23b7bfaa-2768-473e-ba23-9fb0cb96f766"
"2018/05/11 11:26:04 AM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","38","Female","Moderately","Extremely","At least until master's degree","Rarely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fdd23a1a-b4bc-4b0d-9153-5b619a274186"
"2018/05/11 1:37:27 PM GMT+2","Extremely","Slightly","Slightly","Slightly","No / not yet","50","Female","Not at all","Extremely","At least until master's degree","Not at all","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f1e11ca5-23b8-4b97-af98-0a48316fb628"
"2018/05/11 3:18:52 PM GMT+2","Moderately","A lot","A lot","Extremely","No / not yet","13","Prefer not to say","A lot","A lot","Until the end of high school","A lot","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","b930707d-d798-4f79-9ecc-ad2b426850a7"
"2018/05/11 8:00:23 PM GMT+2","Extremely","Extremely","Extremely","Not at all","No / not yet","14","Prefer not to say","Extremely","Extremely","Until the end of middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","f9ba7da6-daed-451c-a58a-2287f175df26"
"2018/05/11 9:26:09 PM GMT+2","A lot","A lot","A lot","Moderately","No / not yet","20","Prefer not to say","Moderately","A lot","At least until master's degree","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dcf74354-9ce7-4e82-9900-cf924ac28200"
"2018/05/11 11:32:02 PM GMT+2","A lot","Extremely","Slightly","Moderately","No / not yet","19","Male","Slightly","A lot","Until the end of high school","Moderately","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138b0fff-f399-45ee-987b-fc417511842f"
"2018/05/12 7:11:22 PM GMT+2","Moderately","Moderately","Moderately","Slightly","No / not yet","22","Male","Moderately","Moderately","Until the end of middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114a0e58-a5fd-42c1-a344-778114ab01c3"
"2018/05/13 3:18:55 AM GMT+2","Moderately","Extremely","Slightly","A lot","No / not yet","30","Male","Moderately","A lot","At least until master's degree","Moderately","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","641f5f19-5ebc-4a82-9750-83bb1de4c413"
"2018/05/13 10:16:47 AM GMT+2","Extremely","Moderately","Extremely","Slightly","No / not yet","20","Female","Extremely","Extremely","At least until master's degree","Extremely","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","DNA sequences","Ampicillin","5","1","2","3","1","3","4","3","3","2","2","5","I don't know","It makes it possible to move faster","It makes it possible to move faster","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","It generates antibiotic resistance","In front of the doors, when the GFP device is equipped","Nothing","It produces more and more arabinose after being induced, because it induces itself","","3068896e-cfac-445e-9ed1-a3a7d9e36a3f"
"2018/05/13 6:55:52 PM GMT+2","Extremely","Extremely","Slightly","Moderately","No / not yet","15","Male","Moderately","Moderately","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","de719b38-0724-4563-bec1-6721a3c07695"
"2018/05/14 4:22:48 AM GMT+2","A lot","A lot","A lot","A lot","No / not yet","32","Male","Moderately","A lot","At least until master's degree","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57d31559-f827-4dfe-b094-c648878b22f1"
"2018/05/14 5:01:21 AM GMT+2","Moderately","A lot","Extremely","Slightly","No / not yet","40","Male","Extremely","Moderately","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50274f43-9d28-4694-b314-87a1990ef907"
"2018/05/14 10:22:43 AM GMT+2","Not at all","Not at all","Not at all","Not at all","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","RNA sequences","Ampicillin","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","None of these","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","","cf660ca8-c15b-4981-bfec-3fc17763ca3d"
"2018/05/14 11:13:35 AM GMT+2","A lot","A lot","Not at all","Not at all","No / not yet","63","Male","Not at all","A lot","Until bachelor's degree","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bc218ed8-4ac1-47bf-8c1e-f85a08fe84bf"
"2018/05/14 12:42:37 PM GMT+2","Extremely","Extremely","Extremely","Moderately","No / not yet","27","Female","Extremely","Extremely","Until bachelor's degree","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","5","I don't know","3","I don't know","None of these","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","The bacterium dies","It produces more and more arabinose after being induced, because it induces itself","Difficile à comprendre pour certaines questions","d6c7fdba-ae0b-45c9-a2e3-18668fe5c9a7"
"2018/05/14 2:38:00 PM GMT+2","Moderately","Moderately","Extremely","Slightly","No / not yet","23","Male","A lot","Moderately","Until the end of high school","Extremely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33850319-5e16-4263-80d7-63823440b924"
"2018/05/14 10:18:55 PM GMT+2","A lot","Extremely","A lot","Extremely","No / not yet","28","Male","A lot","A lot","Until bachelor's degree","Moderately","Yes, and I know what it means","Yes","Not applicable: not played yet","I don't know","I don't know","Ampicillin","5","1","2","I don't know","1","3","I don't know","3","3","I don't know","2","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","It is active only in arabinose clouds","","69668eb0-d961-4a7e-b002-a399d2cbc3c7"
"2018/05/15 4:02:49 AM GMT+2","Extremely","A lot","Slightly","Moderately","No / not yet","13","Prefer not to say","Slightly","Extremely","Until the end of middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I hope this is very accurate as I'm really interested in cellular biology","79de1f8c-03fe-45b9-932a-d851ed307646"
"2018/05/15 10:37:37 AM GMT+2","A lot","A lot","A lot","Not at all","No / not yet","99","Other","Extremely","Extremely","At least until master's degree","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4236987e-7869-49ab-9d43-d3012dce62fa"
"2018/05/15 3:07:49 PM GMT+2","Not at all","Not at all","Not at all","Not at all","I played it multiple times recently on this computer","","","","","","","","","Not applicable: not played yet","Edit the DNA of the bacterium","RNA sequences","Ampicillin","3","4","1","None of these","2","1","1","I don't know","2","3","2","5","I don't know","The bricks are not well-ordered","It generates green fluorescence","The bricks are not well-ordered","The bricks are not well-ordered","It generates green fluorescence in presence of arabinose inducer","It generates antibiotic resistance","I don't know","It generates green fluorescence in presence of arabinose inducer","Under blue light, when the GFP device is equipped","The bacterium dies","It produces arabinose all the time","yes not  hot
","1c674020-e122-44da-8dc1-6b5b37a86cca"
"2018/05/15 5:45:38 PM GMT+2","Extremely","Extremely","Not at all","Moderately","No / not yet","27","Male","Moderately","Extremely","At least until master's degree","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43c13e6d-2c58-4e71-8a86-8179634275e8"
"2018/05/15 6:35:11 PM GMT+2","Extremely","Extremely","Extremely","Extremely","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence in presence of arabinose inducer","Under blue light, when the GFP device is equipped","The bacterium glows","I don't know","","2de4ffdb-176f-43c9-8322-265ebc9d7fad"
"2018/05/15 6:52:44 PM GMT+2","A lot","A lot","Moderately","Slightly","No / not yet","37","Male","Extremely","Extremely","Until the end of high school","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","RNA sequences","Ampicillin","I don't know","I don't know","I don't know","I don't know","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","51957514-70a0-46bd-a1eb-442034949432"
"2018/05/15 8:13:43 PM GMT+2","Extremely","Slightly","Extremely","Slightly","No / not yet","16","Prefer not to say","Extremely","Extremely","Until the end of high school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c0fe6657-fdd9-4548-a072-d0b0f019d5af"
"2018/05/16 3:52:56 AM GMT+2","Slightly","Slightly","Slightly","Slightly","No / not yet","13","Female","Slightly","Slightly","Until the end of middle school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6dec2cf9-a190-4573-8de5-ff3fe3cb904d"
"2018/05/16 6:51:17 AM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","18","Male","Extremely","Extremely","Until bachelor's degree","Rarely","Yes, but I don't exactly know what it means","Yes","Extremely","Edit the DNA of the bacterium","Proteins","Ampicillin","1","1","1","1","1","1","1","1","1","1","1","1","1","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","The bricks are not well-ordered","Under blue light, when the GFP device is equipped","The bacterium glows","It produces arabinose all the time","Yes","c6179b01-3d83-4724-a78e-3331e3e70940"
"2018/05/16 12:03:31 PM GMT+2","A lot","Slightly","A lot","A lot","No / not yet","55","Female","Moderately","Moderately","Until the end of high school","Not at all","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138b6638-80d8-4a97-97ef-f587ebf081d5"
"2018/05/16 12:07:25 PM GMT+2","Moderately","Slightly","A lot","A lot","No / not yet","33","Male","A lot","A lot","Until the end of high school","Moderately","No","Yes","Not applicable: not played yet","I don't know","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","1795dd30-71f9-4ef0-9e2b-ada0e7465203"
"2018/05/16 2:46:03 PM GMT+2","Extremely","Extremely","Extremely","A lot","No / not yet","16","Male","Extremely","Extremely","Until the end of high school","A lot","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","94d86f7e-d8f4-4718-9a47-157795745179"
"2018/05/16 5:15:54 PM GMT+2","Moderately","Slightly","A lot","Moderately","No / not yet","17","Male","A lot","Moderately","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","dc86a463-1fed-487b-9a42-772a0a300f88"
"2018/05/16 10:52:42 PM GMT+2","Extremely","Extremely","Moderately","Extremely","No / not yet","26","Female","Extremely","Extremely","At least until master's degree","Extremely","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71b9590b-7154-435b-9de2-7a7cdd97cf02"
"2018/05/17 1:51:06 AM GMT+2","Moderately","Slightly","Slightly","Slightly","No / not yet","15","Female","Moderately","Moderately","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","544155ba-456d-4410-b8e7-0e41e1345453"
"2018/05/17 9:56:22 AM GMT+2","Moderately","Moderately","Moderately","Moderately","I just played for the first time","","","","","","","","","Not applicable: not played yet","Gather nanorobots","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","4485769d-b558-45ee-988b-044941e25c96"
"2018/05/17 9:59:47 AM GMT+2","A lot","Moderately","Slightly","Slightly","No / not yet","12","Female","Moderately","A lot","Until the end of middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7796a081-011a-48e6-a247-83d58d54d047"
"2018/05/17 10:00:09 AM GMT+2","Moderately","Moderately","Extremely","Extremely","No / not yet","20","Prefer not to say","Extremely","Moderately","Until the end of middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","this was kind of boring ","4b8a0a3e-a01d-443d-83b0-2c2b055bad50"
"2018/05/17 10:01:21 AM GMT+2","Moderately","Moderately","Slightly","Moderately","No / not yet","12","Prefer not to say","Moderately","Moderately","Not even in middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".","5068d4a6-57ec-4f4f-b3ea-915a0d22d811"
"2018/05/17 10:07:45 AM GMT+2","Extremely","Extremely","Extremely","Extremely","I just played for the first time","","","","","","","","","A lot","Edit the DNA of the bacterium","DNA sequences","GFP","I don't know","I don't know","I don't know","I don't know","I don't know","5","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates antibiotic resistance","It generates antibiotic resistance","It generates antibiotic resistance","It generates antibiotic resistance","It generates antibiotic resistance","It generates antibiotic resistance","It generates antibiotic resistance","It generates antibiotic resistance","Under blue light, when the GFP device is equipped","The bacterium dies","It produces more and more arabinose after being induced, because it induces itself","","3c2c28c6-0749-4411-bc32-decb36961122"
"2018/05/17 5:03:11 PM GMT+2","Extremely","A lot","Not at all","Moderately","No / not yet","14","Male","Not at all","Extremely","Until the end of middle school","Rarely","Yes, and I know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","Amino-acids","Ampicillin","5","I don't know","I don't know","I don't know","None of these","3","I don't know","I don't know","I don't know","I don't know","4","I don't know","I don't know","It generates antibiotic resistance","I don't know","The bricks are not well-ordered","It generates green fluorescence in presence of arabinose inducer","It generates green fluorescence","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","It produces more and more arabinose after being induced, because it induces itself","Nice Survey","1b46b9b8-4d26-4f39-886a-bef365a0f2bf"
"2018/05/17 5:12:06 PM GMT+2","Moderately","Slightly","Extremely","A lot","No / not yet","18","Female","Extremely","Slightly","Until the end of high school","Extremely","Yes, but I don't exactly know what it means","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","8d48a307-0083-441e-b172-f7939f9f0ddb"
"2018/05/17 5:31:15 PM GMT+2","A lot","Slightly","Moderately","Extremely","No / not yet","17","Male","Moderately","A lot","Until the end of high school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98b189a6-41ae-400f-84f8-008c30ee10e4"
"2018/05/17 6:01:46 PM GMT+2","Extremely","Extremely","Slightly","Extremely","No / not yet","21","Male","Moderately","Extremely","Until the end of middle school","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133abde8-d9ec-459c-b1cf-4f5bc49d5447"
"2018/05/17 8:11:22 PM GMT+2","Slightly","Not at all","Slightly","Not at all","No / not yet","16","Female","Slightly","Slightly","Until the end of high school","Moderately","No","Yes","Not applicable: not played yet","Edit the DNA of the bacterium","I don't know","I don't know","5","I don't know","I don't know","2","1","1","I don't know","I don't know","I don't know","4","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, all the time","I don't know","It produces nothing since it induces itself","","65db4351-004d-4f47-8db3-75bd63d81d5c"
"2018/05/17 10:37:26 PM GMT+2","A lot","Moderately","Moderately","A lot","No / not yet","27","Male","Extremely","Moderately","Not even in middle school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4d8b4a31-9e25-4fe8-ba96-35bd2face0cd"
"2018/05/18 1:36:34 AM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","15","Male","Extremely","A lot","Not even in middle school","Extremely","Yes, but I don't exactly know what it means","Yes","Not at all","Edit the DNA of the bacterium","Amino-acids","Arabinose","1","1","1","1","1","5","1","1","1","1","1","1","1","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","e183adb0-e891-4103-8afc-e0be4308ad4d"
"2018/05/18 4:12:28 AM GMT+2","Moderately","Slightly","Extremely","A lot","No / not yet","17","Male","Extremely","A lot","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a33b885c-4084-4e9c-87ea-885ed5b4090b"
"2018/05/18 4:17:16 AM GMT+2","Moderately","Slightly","Extremely","A lot","No / not yet","17","Male","Extremely","A lot","Until the end of high school","A lot","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b6945f6a-c2f0-415c-8f85-39e7665dda55"
"2018/05/18 4:21:05 AM GMT+2","A lot","A lot","A lot","A lot","I just played for the first time","","","","","","","","","Moderately","Move the bacterium","Proteins","Ampicillin","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","b6945f6a-c2f0-415c-8f85-39e7665dda55"
"2018/05/18 6:21:40 AM GMT+2","A lot","Extremely","Extremely","A lot","No / not yet","18","Male","Extremely","Moderately","Until the end of high school","A lot","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4d162753-1259-453e-af0b-5b0cf5757332"
"2018/05/18 12:03:37 PM GMT+2","Extremely","Slightly","Slightly","Slightly","No / not yet","17","Female","Slightly","A lot","Until the end of high school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62c84c4b-85a5-439a-b510-153e3714baf6"
"2018/05/18 2:33:23 PM GMT+2","Not at all","Not at all","Not at all","Not at all","No / not yet","00000120","Prefer not to say","Extremely","Extremely","At least until master's degree","Extremely","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a55b4163-0e9c-4b28-8d59-b620fd6fa39c"
"2018/05/18 5:26:37 PM GMT+2","A lot","Moderately","Extremely","Slightly","I played recently on an other computer","15","Male","Extremely","A lot","Until the end of middle school","Extremely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","i love you","5f4dc96b-bddc-4ac6-993f-1540efcbecee"
"2018/05/18 5:47:38 PM GMT+2","Extremely","Extremely","Extremely","Not at all","No / not yet","11","Male","Extremely","Extremely","Not even in middle school","Extremely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d44a0aa8-14af-4963-9419-5e8f96436820"
"2018/05/18 6:24:05 PM GMT+2","Moderately","Moderately","Moderately","Moderately","No / not yet","22","Male","Moderately","Moderately","Until bachelor's degree","Moderately","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48607899-d6f2-4618-a315-c2dfef0b0c49"
"2018/05/18 7:31:53 PM GMT+2","Extremely","Extremely","Extremely","Extremely","No / not yet","15","Male","Extremely","Extremely","Until the end of high school","Extremely","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3449cad0-48a3-484a-98bb-4c4c49aa32f6"
"2018/05/18 9:00:54 PM GMT+2","Slightly","Slightly","Extremely","Moderately","No / not yet","12","Male","A lot","Moderately","Not even in middle school","Moderately","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e9fb348d-1519-459a-8d50-73e8dfaddbc1"
"2018/05/18 9:34:10 PM GMT+2","Slightly","Not at all","Not at all","Not at all","No / not yet","29","Female","Moderately","Moderately","Until the end of high school","Rarely","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e5813b14-3801-4b61-b1d2-c1d5d109bc17"
"2018/05/19 2:29:32 PM GMT+2","A lot","A lot","Not at all","A lot","No / not yet","20","Female","Not at all","A lot","Until bachelor's degree","Rarely","Yes, but I don't exactly know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cccfc5ed-7d3d-4ae7-89e2-d30eb26d3d73"
"2018/05/19 3:14:38 PM GMT+2","Extremely","Extremely","Slightly","Extremely","No / not yet","19","Male","Moderately","Extremely","Until bachelor's degree","Moderately","Yes, and I know what it means","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3bc96ee0-a7f7-46cb-886b-3f68febc453f"
