"Timestamp","Are you interested in video games?","Do you play video games?","How old are you?","What is your gender?","How long have you studied biology?","Are you interested in biology?","Before playing Hero.Coli, had you ever heard about synthetic biology?","Before playing Hero.Coli, had you ever heard about BioBricks?","Have you ever played an older version of Hero.Coli before?","Have you played the current version of Hero.Coli?","Have you played the arcade cabinet version of Hero.Coli?","Have you played the Android version of Hero.Coli?","In order to modify the abilities of the bacterium, you have to...","What are BioBricks and devices?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What is the name of this BioBrick?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","What does this BioBrick do?","Pick the case where the BioBricks are well-ordered:","When does green fluorescence happen?","What happens when you unequip the movement device?","What is this?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","What does this device do?","Guess: what would a device producing l-arabinose do, if it started with a l-arabinose-induced promoter?","Guess: the bacterium would glow yellow...","What is the species of the bacterium of the game?","What is the scientific name of the tails of the bacterium?","Find the antibiotic:","You can write down remarks here.","Do not edit -  pre-filled anonymous ID"
"2018/02/13 9:45:06 AM GMT+1","Not at all","A lot","12","Prefer not to say","Not even in middle school","Slightly","Yes","No","A few times","No","No","No","Divide the bacterium","DNA sequences","I don't know","Protomer","Ribosome","RBS","It controls when the device is active","It controls when the device is active","It controls when the device is active","It controls when the device is active","Option 4","In front of the doors, all the time","Nothing","A nanobot - a game bonus","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","It makes it possible to move faster","It generates green fluorescence in presence of l-arabinose","It generates antibiotic resistance","It generates antibiotic resistance","I don't know","If it produced GFP under yellow light","Hero.Coli","Plasmids","Ampicillin","54","8844aa7c-2767-42a7-bbb3-ed66d2842004"
"2018/02/14 12:20:53 AM GMT+1","Extremely","Extremely","19","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","Proteins","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","18d29bd2-6b12-49d6-9fad-fe9eee850ead"
"2018/02/14 8:03:00 AM GMT+1","Slightly","Not at all","20","Female","At least until master's degree","Extremely","No","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It would produce nothing since it induces itself","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","311772ff-fc60-412f-abf1-cd7e3aea1d14"
"2018/02/14 3:27:30 PM GMT+1","Extremely","A lot","24","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","I don't know","I don't know","It controls which protein is produced, and thus which ability is affected","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","I don't know","I don't know","","e1fa346d-b3cd-4f74-b372-27be4e3f9315"
"2018/02/15 11:43:03 PM GMT+1","A lot","A lot","38","Female","Until bachelor's degree","Moderately","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Translator","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","This is not a short survey.  I do not understand why you are asking about the mechanics of the game before I've accessed it.","f8a67b0e-56b9-402b-bcfb-631b540087eb"
"2018/02/16 2:12:05 AM GMT+1","Extremely","Extremely","30","Male","I don't know","Extremely","I don't know","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","I don't know","From the looks of it it seams fun!","a5ebc536-2eb7-4087-832e-416d6a354595"
"2018/02/16 4:30:43 AM GMT+1","Moderately","Moderately","18","Male","Until the end of high school","Moderately","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, all the time","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","Ampicillin","","87c34ef1-1b86-4aed-b714-5074e9d3dcb9"
"2018/02/17 9:27:22 AM GMT+1","I don't know","I don't know","23","Prefer not to say","I don't know","Not at all","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","bf411f70-d209-48ff-98f0-42019f1d7512"
"2018/02/17 6:09:22 PM GMT+1","Extremely","Extremely","15","Male","I don't know","I don't know","Yes","No","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Transcriptor","I don't know","Coding Sequence","I don't know","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","It shows the end of the device","I don't know","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","Hero.Coli","Flagella","I don't know","Do we have to start with a quiz?","01993358-40a9-42c6-a24c-bddcf667bff6"
"2018/02/18 4:38:36 PM GMT+1","Moderately","Rarely","22","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","I don't know","DNA sequences","I don't know","Promoter","Coding Sequence","I don't know","I don't know","It controls the level of expression, and thus how much the ability will be affected","I don't know","I don't know","Option 1","Under blue light, when the GFP device is equipped","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Ampicillin","","5d612ad6-67f3-449e-a86f-1645fb7e5e51"
"2018/02/19 12:43:49 AM GMT+1","Not at all","Not at all","22","Prefer not to say","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","9147a64f-79c6-4b73-b81e-ffbb3bb8889a"
"2018/02/19 6:15:09 AM GMT+1","Slightly","Not at all","18","Female","Until the end of high school","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, when the GFP device is equipped","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","If it produced YFP under cyan light","I don't know","Flagella","Ampicillin","","4ada7fe8-0ef4-493c-8f7d-d5a43e87cf0c"
"2018/02/19 4:40:32 PM GMT+1","Moderately","Moderately","31","Male","Until the end of high school","Slightly","No","No","No","No","No","No","Edit the DNA of the bacterium","Proteins","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Under blue light, all the time","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","I don't know","I don't know","I don't know","","c4d92297-5735-442f-8b8c-4802df8f0b61"
"2018/02/20 12:08:17 AM GMT+1","Moderately","Moderately","21","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","Option 1","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","0ba6a168-f472-414d-bab5-ba7acde485ae"
"2018/02/20 10:39:26 PM GMT+1","Moderately","Moderately","20","Male","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls which protein is produced, and thus which ability is affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","6101b8de-e101-4c5d-9157-e1be0b9149df"
"2018/02/21 12:42:08 AM GMT+1","A lot","Not at all","18","Male","Not even in middle school","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Divide the bacterium","Proteins","Transcriptor","Promoter","Ribosome","I don't know","It controls the level of expression, and thus how much the ability will be affected","It shows the end of the device","I don't know","It controls when the device is active","Option 3","In front of the doors, all the time","Flagella quickly disappear one by one","I don't know","It generates green fluorescence in presence of l-arabinose","It generates antibiotic resistance","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","262bfa62-7768-483d-9b6f-83379a9f278c"
"2018/02/21 3:03:27 AM GMT+1","Slightly","Rarely","19","Female","Until the end of high school","Extremely","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","8d93938e-1bd6-4f0d-ad33-4fdd27d53e7e"
"2018/02/21 4:30:58 AM GMT+1","Slightly","Not at all","18","Female","Until the end of high school","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","E. Coli","Flagella","Ampicillin","","b1855aa4-b390-489f-bd1f-8ee12cd41e12"
"2018/02/21 7:50:02 AM GMT+1","A lot","Moderately","20","Female","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","60df77a4-5ac9-464b-9e63-49e1b9650c7b"
"2018/02/21 10:00:34 PM GMT+1","Slightly","Rarely","18","Female","Until bachelor's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","PCR","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls which protein is produced, and thus which ability is affected","It controls when the device is active","Option 2","I don't know","I don't know","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It generates antibiotic resistance","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence in presence of l-arabinose","It generates antibiotic resistance","It makes it possible to move faster","It generates green fluorescence","It would be active only in l-arabinose clouds","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","","79d2f077-417a-46bf-987d-99c576d0f8eb"
"2018/02/21 11:47:27 PM GMT+1","A lot","Extremely","35","Male","Until bachelor's degree","A lot","No","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","I don't know","Ampicillin","","81fa32ea-8d32-4a9b-a6f0-b65bde8adf0c"
"2018/02/22 5:21:30 PM GMT+1","A lot","Moderately","14","Female","Until the end of middle school","A lot","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","I don't know","I don't know","I don't know","","abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e"
"2018/02/22 5:44:44 PM GMT+1","A lot","Moderately","14","Female","Until the end of middle school","A lot","No","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","I don't know","I don't know","Fluorescence","RBS","I don't know","I don't know","It controls when the device is active","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Nothing","I don't know","It makes it possible to move faster","It generates green fluorescence","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","If it produced BFP under purple light","E. Coli","Mitochondria","Arabinose","","abbf78ac-d9aa-4fb0-aa0b-f5f40a57838e"
"2018/02/22 8:02:00 PM GMT+1","Moderately","Rarely","32","Female","At least until master's degree","A lot","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","Protomer","Coding Sequence","I don't know","I don't know","It controls when the device is active","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 4","Under blue light, when the GFP device is equipped","I don't know","I don't know","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It would produce l-arabinose all the time","If it produced YFP under cyan light","Hero.Coli","Flagella","Ampicillin","","99f1de1e-16b0-41f6-8860-c58c75363755"
"2018/02/23 3:14:33 PM GMT+1","Moderately","Moderately","34","Female","Until the end of high school","Moderately","No","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","I don't know","","88a67459-01b5-4bec-b0ea-069c9d4b8229"
"2018/02/25 8:40:40 PM GMT+1","A lot","Moderately","25","Male","Until the end of high school","Slightly","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","I don't know","Ampicillin","","844a0a40-6123-4fbd-8869-86d751143c21"
"2018/02/27 7:48:40 AM GMT+1","Extremely","Extremely","49","Male","Until the end of high school","Slightly","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","I don't know","I don't know","","48f77f23-c399-44d7-a25f-8d31f567d97f"
"2018/02/28 6:52:37 PM GMT+1","Slightly","Not at all","30","Male","At least until master's degree","A lot","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Promoter","Coding Sequence","I don't know","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","I don't know","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","After being induced, it would produce more and more l-arabinose, because it would induce itself","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","survey way too lolng","534e341d-f5d4-439b-b858-1d9fa7960fc6"
"2018/03/01 4:11:00 AM GMT+1","I don't know","Rarely","15","Female","Until the end of high school","A lot","Yes","Yes","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","1ca59010-0d13-4e59-8299-a25019b84197"
"2018/03/01 8:28:12 PM GMT+1","A lot","Moderately","11","Male","I don't know","Extremely","Yes","I don't know","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","In front of the doors, all the time","Nothing","Algae from the game's scenery","It generates green fluorescence","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It generates green fluorescence","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","HI","25b214a5-b70b-4a0d-b4d4-b37db893ff96"
"2018/03/01 8:42:07 PM GMT+1","Moderately","A lot","13","Male","Until the end of middle school","Moderately","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Flagella","I don't know","","a4dda037-ed72-4775-b9aa-4b17ae09de65"
"2018/03/01 10:18:46 PM GMT+1","Moderately","A lot","13","Male","Until the end of middle school","Moderately","Yes","Yes","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","I don't know","I don't know","I don't know","Cellia","Flagella","Ampicillin","","44a7db06-bbb0-4adf-a4c1-d5c4af184a00"
"2018/03/01 10:18:50 PM GMT+1","A lot","Moderately","11","Male","I don't know","A lot","Yes","No","No","Once","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Fluorescence","RBS","It controls when the device is active","It shows the end of the device","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","An induced promoter, which works only in arabinose","It makes it possible to move faster","It generates green fluorescence","It generates green fluorescence","I don't know","It generates antibiotic resistance","It generates antibiotic resistance","It makes it possible to move faster","It generates green fluorescence","I don't know","If it produced BFP under purple light","Cellia","Flagella","GFP","","bcbe8f96-281b-49c4-baa5-96ac5691bd8e"
"2018/03/02 6:01:53 AM GMT+1","Moderately","Moderately","11","Male","Not even in middle school","Moderately","Yes","Yes","No","A few times","No","No","Edit the DNA of the bacterium","I don't know","Terminator","Promoter","Coding Sequence","RBS","It controls the level of expression, and thus how much the ability will be affected","It controls the level of expression, and thus how much the ability will be affected","It controls when the device is active","It shows the end of the device","Option 1","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates antibiotic resistance","It generates antibiotic resistance","It generates green fluorescence","It makes it possible to move faster","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates green fluorescence in presence of l-arabinose","It generates antibiotic resistance","After being induced, it would produce more and more l-arabinose, because it would induce itself","I don't know","Cellia","I don't know","I don't know","","f23ed1bc-26ad-45f0-b22d-18d27b91b64c"
"2018/03/02 10:12:48 PM GMT+1","Slightly","Not at all","44","Male","Until bachelor's degree","Moderately","No","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","Hero.Coli","Flagella","Ampicillin","","b536ce13-9f93-4ef6-ac6f-ace4f7b66aeb"
"2018/03/04 1:48:06 AM GMT+1","Extremely","Extremely","15","Other","Until the end of high school","Moderately","I don't know","I don't know","No","No","No","No","Edit the DNA of the bacterium","I don't know","Transcriptor","Promoter","Coding Sequence","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","I don't know","Fins","I don't know","","a7a19ef0-6df2-4329-bd98-c69857f78afe"
"2018/03/04 11:06:45 PM GMT+1","Moderately","Moderately","31","Female","Until bachelor's degree","Extremely","No","No","No","No","No","No","Edit the DNA of the bacterium","Amino-acids","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","It would produce l-arabinose all the time","If it produced GFP under yellow light","E. Coli","Flagella","Ampicillin","","ec97ca80-f622-4398-b347-ae382a79c389"
"2018/03/04 11:33:00 PM GMT+1","A lot","Moderately","31","Female","Until bachelor's degree","Extremely","No","No","Once","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","I don't know","I don't know","RBS","It shows the end of the device","I don't know","I don't know","It controls the level of expression, and thus how much the ability will be affected","Option 2","Under blue light, when the GFP device is equipped","Flagella quickly disappear one by one","I don't know","It makes it possible to move faster","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","ec97ca80-f622-4398-b347-ae382a79c389"
"2018/03/05 7:20:55 PM GMT+1","Moderately","Moderately","45","Female","Until bachelor's degree","Slightly","Yes","No","No","No","No","No","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","b7122687-9edd-43cc-b989-14d2a86009e7"
"2018/03/05 9:23:05 PM GMT+1","A lot","A lot","16","Prefer not to say","Until the end of middle school","Moderately","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","bda7dacf-92a8-49ea-95f8-93163a8f6367"
"2018/03/06 1:48:00 AM GMT+1","Extremely","A lot","25","Prefer not to say","I don't know","A lot","I don't know","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","I don't know","I don't know","E. Coli","Flagella","Ampicillin","","ffdcd20c-d2d9-4672-b436-c1a64e8c34f8"
"2018/03/07 11:59:35 AM GMT+1","Slightly","Not at all","28","Female","Not even in middle school","Moderately","No","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","Transcriptor","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","","841e6e7c-7d9f-45ae-9599-6be21f750ed2"
"2018/03/07 3:34:16 PM GMT+1","Extremely","A lot","25","Male","At least until master's degree","Extremely","Yes","Yes","No","No","No","No","Edit the DNA of the bacterium","DNA sequences","Terminator","Protomer","Coding Sequence","RBS","It shows the end of the device","It controls the level of expression, and thus how much the ability will be affected","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, when the GFP device is equipped","The bacterium dies","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It generates green fluorescence","It makes it possible to move faster","It generates antibiotic resistance","It generates green fluorescence in presence of l-arabinose","It would be active only in l-arabinose clouds","If it produced YFP under cyan light","E. Coli","Flagella","Ampicillin","Thx","a718ca0b-b429-46b6-bbb7-a719666a8a7e"
"2018/03/07 5:28:43 PM GMT+1","Moderately","Moderately","33","Male","Until the end of high school","A lot","Yes","No","No","No","No","No","Edit the DNA of the bacterium","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","E. Coli","I don't know","I don't know","","62928a0a-8ba1-4ad1-b6d6-3bf24255427f"
"2018/03/07 6:14:34 PM GMT+1","Slightly","Rarely","89","Male","Not even in middle school","Not at all","I don't know","I don't know","No","I don't know","I don't know","I don't know","Gather nanorobots","Amino-acids","Terminator","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","I don't know","i do","e86c9867-4293-41e5-9758-16d0271d84b2"
"2018/03/07 8:22:14 PM GMT+1","Moderately","Rarely","11","Male","I don't know","A lot","Yes","Yes","A few times","Multiple times","No","No","Edit the DNA of the bacterium","RNA sequences","Terminator","Promoter","Fluorescence","GFP","It controls which protein is produced, and thus which ability is affected","I don't know","It controls which protein is produced, and thus which ability is affected","It controls the level of expression, and thus how much the ability will be affected","Option 1","Under blue light, all the time","Flagella quickly disappear one by one","A plasmid - it makes it possible to equip an additional device","It generates green fluorescence","It makes it possible to move faster","It generates green fluorescence","It generates green fluorescence","It makes it possible to move faster","It generates green fluorescence","It generates green fluorescence in presence of l-arabinose","It makes it possible to move faster","I don't know","I don't know","Cellia","Flagella","GFP","","2aeea54e-bf10-4205-8dee-f282952d469e"
