"Timestamp","Vous intéressez-vous aux jeux vidéos ?","Jouez-vous aux jeux vidéos ?","Quel âge avez-vous ?","Quel est votre sexe ?","Combien de temps avez-vous étudié la biologie ?","Vous intéressez-vous à la biologie ?","Avant de jouer à Hero.Coli, aviez-vous déjà entendu parler de la biologie de synthèse ?","Avant de jouer à Hero.Coli, aviez-vous déjà entendu parler des BioBriques ?","Aviez-vous déjà joué à une ancienne version d'Hero.Coli auparavant ?","Avez-vous joué à la version actuelle d'Hero.Coli ?","Avez-vous joué à la version borne d'arcade d'Hero.Coli ?","Avez-vous joué à la version Android d'Hero.Coli ?","Pour modifier les capacités de la bactérie il faut...","Que sont les BioBriques et les constructions ?","Trouvez le nom de cette BioBrique :","Trouvez le nom de cette BioBrique :","Trouvez le nom de cette BioBrique :","Trouvez le nom de cette BioBrique :","Que fait cette brique ?","Que fait cette brique ?","Que fait cette brique ?","Que fait cette brique ?","Dans quel cas les BioBriques sont-elles dans le bon ordre ?","Quand la fluorescence verte se produit-elle ?","Que se passe-t-il quand on enlève la construction génétique de déplacement ?","Qu'est-ce que c'est ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Que fait cette construction ?","Imaginez : que ferait une construction produisant de la l-arabinose, débutant par un promoteur induit à la l-arabinose ?","Imaginez : la bactérie deviendrait jaune fluorescent...","Quelle est l'espèce de la bactérie du jeu ?","Quel est le nom scientifique des queues des bactéries ?","Trouvez l'antibiotique dans la liste :","Mettez ici vos remarques puis validez.","Ne pas modifier - identifiant anonyme prérempli"
"2017/12/25 12:14:04 AM GMT+1","Je ne sais pas","Je ne sais pas","1","Je ne souhaite pas le préciser","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","d2df9ad8-8336-4883-84a8-ce1fafa284de"
"2017/12/25 6:33:49 PM GMT+1","Je ne sais pas","Je ne sais pas","1","Je ne souhaite pas le préciser","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","3e77de66-7557-497a-ab4c-9c6d4d22b402"
"2017/12/26 4:26:33 PM GMT+1","Beaucoup","Beaucoup","33","Homme","Jusqu'à la license","Moyennement","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","a6d862a9-f2f2-4225-b612-a08ad39e61d9"
"2017/12/30 12:24:20 PM GMT+1","Moyennement","Un peu","22","Homme","Jusqu'à la license","Enormément","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","","e9688631-b531-4088-b4fd-c369f6dcc26b"
"2017/12/30 12:27:32 PM GMT+1","Beaucoup","Moyennement","22","Homme","Au moins jusqu'au master","Beaucoup","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Des flagelles","Ampicilline","","75eb3154-0458-4059-bd4d-3bd0f832d278"
"2018/01/04 9:43:04 AM GMT+1","Beaucoup","Moyennement","26","Homme","Au moins jusqu'au master","Beaucoup","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Bonjour, Il est étrange de devoir remplir ce questionnaire pour accéder au jeu alors que 60% des questions portes dessus :)","61bed287-6f12-478f-9207-e03df61e9684"
"2018/01/04 9:46:15 AM GMT+1","Pas du tout","Pas du tout","26","Autre","Au moins jusqu'au master","Enormément","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","976aa5a9-5007-4ab5-a78e-787d05bbd481"
"2018/01/06 9:04:29 PM GMT+1","Un peu","Un peu","26","Femme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","8de1c819-c514-454a-88d7-3c874e2cd9ce"
"2018/01/06 9:35:39 PM GMT+1","Un peu","Un peu","26","Femme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Une fois","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Terminateur","Précurseur","Séquence Codante","RBS","Elle indique la fin de la construction","Je ne sais pas","Je ne sais pas","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Option 3","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","Elle produit la fluorescence verte","Je ne sais pas","Elle permet de résister aux antibiotiques","Je ne sais pas","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","J'ai arrêté le jeu dans le courant du niveau 2 car je ne voyais pas comment passer à la suite...","8de1c819-c514-454a-88d7-3c874e2cd9ce"
"2018/01/08 10:15:57 AM GMT+1","Moyennement","Un peu","40","Homme","Au moins jusqu'au master","Moyennement","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte","Je ne sais pas","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Je ne sais pas","Comme je n'ai pas joué j'ai mis je ne sais pas un peu partout","a43f5d51-28c7-4391-89dd-88ebf23c7b65"
"2018/01/08 3:15:57 PM GMT+1","Je ne sais pas","Je ne sais pas","25","Je ne souhaite pas le préciser","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","d3cd53be-31cf-4e75-9a42-8f2fe7a5871b"
"2018/01/09 6:39:12 PM GMT+1","Un peu","Un peu","24","Femme","Jusqu'au bac","Moyennement","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Rien","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","b552046f-881f-49fd-9d4e-ab9c3a7d4202"
"2018/01/09 9:57:25 PM GMT+1","Un peu","Pas du tout","40","Femme","Au moins jusqu'au master","Enormément","Oui","Oui","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","","8174a533-c352-4edd-b9ed-931bdd056b2f"
"2018/01/10 12:27:24 PM GMT+1","Beaucoup","Un peu","24","Homme","Jusqu'à la license","Enormément","Oui","Oui","Quelques fois","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Terminateur","Promoteur","Séquence Codante","RBS","Elle indique la fin de la construction","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Elle contrôle quelle protéine est produite, et donc quelle capacité est affectée","Je ne sais pas","Option 3","Sous lumière bleue, quand la construction GFP est équipée","Les flagelles disparaissent l'un après l'autre, rapidement","Je ne sais pas","Elle produit la fluorescence verte","Je ne sais pas","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","","eba609e1-8356-4f93-af76-95ff5e01537c"
"2018/01/11 11:44:09 AM GMT+1","Un peu","Pas du tout","60","Homme","Au moins jusqu'au master","Beaucoup","Oui","Oui","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Trieur","Procureur","Séquence Codante","ATP","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Elle contrôle quelle protéine est produite, et donc quelle capacité est affectée","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Elle contrôle quand la construction est active","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","1306ef6b-3439-4a2f-9cf2-4de3f76c5f7a"
"2018/01/15 1:41:27 AM GMT+1","Moyennement","Un peu","31","Homme","Jusqu'à la license","Un peu","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Je ne sais pas","Ampicilline","","f00048a3-3591-428f-a732-832a57456bb0"
"2018/01/15 3:18:10 AM GMT+1","Un peu","Un peu","31","Je ne souhaite pas le préciser","Jusqu'au brevet","Pas du tout","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","difficile de répondre au question avant d'avoir eu accès au jeux... ","6fce7fbd-98dd-43c8-a861-8a54c338f6ba"
"2018/01/15 10:19:54 AM GMT+1","Moyennement","Un peu","39","Femme","Jusqu'au brevet","Pas du tout","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","9437eb7b-0811-4b36-b772-17eb7d876231"
"2018/01/15 10:36:26 AM GMT+1","Un peu","Pas du tout","37","Femme","Jusqu'au brevet","Beaucoup","Non","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Je ne sais pas","Ampicilline","","cf95f1c7-35b8-49bb-8058-b249db4be5ca"
"2018/01/15 11:36:48 AM GMT+1","Beaucoup","Moyennement","33","Homme","Jusqu'au bac","Moyennement","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","d0205bfd-ae2e-41d5-a9f1-23287d7bc664"
"2018/01/15 8:05:18 PM GMT+1","Beaucoup","Beaucoup","37","Homme","Jusqu'au bac","Beaucoup","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Je ne sais pas","Je ne sais pas","Des flagelles","Ampicilline","","c5c3dfa3-067e-46e7-88c7-876d79afc3f9"
"2018/01/16 12:29:30 AM GMT+1","Un peu","Pas du tout","60","Femme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Je ne sais pas","","8492b291-71f1-40cd-b480-b9a6957e8dd5"
"2018/01/17 8:38:57 AM GMT+1","Moyennement","Un peu","28","Femme","Au moins jusqu'au master","Enormément","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","Il faut enlever certaines pages du questionnaire quand les sondés n'ont pas encore joué ...","91182fa0-c474-4d7c-9a2c-f13766a43f5a"
"2018/01/17 8:52:02 AM GMT+1","Un peu","Pas du tout","40","Femme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Hero.Coli","Des flagelles","Ampicilline","","814ef4d3-eef9-4ea0-9413-da54321bc8b7"
"2018/01/17 9:33:39 AM GMT+1","Moyennement","Moyennement","29","Femme","Au moins jusqu'au master","Enormément","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","c3575834-f9c3-4286-b0f2-dd3fce668f6c"
"2018/01/17 10:03:12 AM GMT+1","Enormément","Moyennement","38","Femme","Au moins jusqu'au master","Enormément","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","46fe6001-0f24-4bcd-a070-59ae46aff3c4"
"2018/01/17 10:13:30 AM GMT+1","Un peu","Pas du tout","50","Femme","Au moins jusqu'au master","Enormément","Oui","Oui","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des protéines","Transcripteur","Promoteur","Séquence Codante","ATP","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","","bd3ee15b-e1f0-4532-9525-d59204abd295"
"2018/01/17 1:14:59 PM GMT+1","Beaucoup","Beaucoup","30","Homme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Des flagelles","Ampicilline","","7efa9eb0-98c4-4189-bca9-55e2cac55d93"
"2018/01/17 1:25:33 PM GMT+1","Un peu","Un peu","32","Femme","Au moins jusqu'au master","Enormément","Non","Oui","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des protéines","Transcripteur","Précurseur","Ribosome","ATP","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Elle contrôle quand la construction est active","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Je ne sais pas","Option 3","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence de l-arabinose","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","Elle produit la fluorescence verte","Elle produit la fluorescence verte en présence de l-arabinose","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","A partir du moment où elle serait induite, elle produirait de plus en plus de l-arabinose puisqu'elle s'induirait elle-même","Je ne sais pas","E. Coli","Des flagelles","Ampicilline","","779126bb-b53f-449c-b287-0ac2487bbf17"
"2018/01/17 1:44:17 PM GMT+1","Enormément","Enormément","27","Homme","Jusqu'au bac","Un peu","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","","97420fdd-d4dd-4672-850c-89aab565f43e"
"2018/01/17 1:48:56 PM GMT+1","Beaucoup","Moyennement","38","Femme","Au moins jusqu'au master","Enormément","Oui","Oui","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des séquences d'ADN","Transcripteur","Promoteur","Séquence Codante","ATP","Elle contrôle quand la construction est active","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Elle contrôle quand la construction est active","Elle contrôle le niveau d'expression, et donc à quel point la capacité est affectée","Option 4","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produit la fluorescence verte","Elle permet de se déplacer plus vite","Elle permet de résister aux antibiotiques","Elle produit la fluorescence verte en présence de l-arabinose","Elle ne serait active que dans les nuages de l-arabinose","Si elle produisait de la GFP sous lumière jaune","E. Coli","Des flagelles","Ampicilline","Je n’ai pas encore joué !!!","ca5746e8-a74a-4643-aafe-7c24055b6fd1"
"2018/01/17 2:20:01 PM GMT+1","Beaucoup","Beaucoup","27","Homme","Au moins jusqu'au master","Enormément","Non","Non","Non","Non","Non","Non","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Des flagelles","Ampicilline","Enquête un peu lourde quand on ne connait pas le jeu.","c88a68d7-9789-4f2e-b403-c6da20ca691c"
"2018/01/17 6:46:37 PM GMT+1","Moyennement","Moyennement","51","Femme","Au moins jusqu'au master","Enormément","Oui","Non","Non","Non","Non","Non","Modifier l'ADN de la bactérie","Des protéines","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Sous lumière bleue, quand la construction GFP est équipée","Je ne sais pas","Un plasmide - un moyen d'équiper une construction supplémentaire","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Je ne sais pas","Elle produirait en permanence de la l-arabinose","Si elle produisait de la YFP sous lumière cyan","E. Coli","Des flagelles","Ampicilline","","973e662b-8523-40e6-a5ad-314f7cb581ba"
